"LIMIT_BAL","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default","AGE_GROUP_35_50","AGE_GROUP_50_65","AGE_GROUP_Over_65","SEX_2","EDUCATION_1","EDUCATION_2","EDUCATION_3","EDUCATION_4","EDUCATION_5","EDUCATION_6","MARRIAGE_1","MARRIAGE_2","MARRIAGE_3"
120000,2,2,2,2,2,2,53672,56495,57455,58127,59367,60333,4300,2500,2200,2300,2114,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
20000,1,-2,-1,0,0,0,-739,-5978,16089,14457,20106,10258,0,42400,289,201,410,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
10000,1,2,0,-1,0,0,6091,6837,7666,9270,7897,8763,1000,1000,9501,500,1000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
130000,-1,-1,-1,-1,0,0,792,0,396,485,46773,47313,0,396,485,46684,1700,1712,0,0,0,0,1,0,1,0,0,0,0,1,0,0
360000,0,0,0,0,0,0,317024,313710,299059,281436,274358,270877,11200,12112,11500,9600,10005,9651,0,0,0,0,1,1,0,0,0,0,0,1,0,0
180000,-2,-2,-2,-2,-2,-2,384,0,0,0,503,2156,0,0,0,503,2343,1988,1,0,0,0,1,0,1,0,0,0,0,1,0,0
50000,-1,-1,2,-1,-1,-2,13572,17983,15590,10610,0,0,5000,200,10610,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
140000,1,-2,-2,-2,-2,-2,-488,-488,-488,-488,-488,-488,0,5800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60000,3,3,5,4,3,2,9744,10940,10630,10320,9865,10055,1500,0,0,0,500,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
170000,0,0,0,0,0,0,64142,54347,55677,59096,50536,15851,3000,3000,5000,10000,5000,6000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
200000,1,-2,-2,-2,-2,-1,2396,1823,47133,2203,1443,1823,1823,1630,2203,1443,1823,1027,0,0,0,0,1,1,0,0,0,0,0,0,1,0
20000,2,2,2,2,2,2,300,300,300,300,300,300,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
260000,0,0,-1,-1,-1,0,29389,2981,12001,20325,43849,22820,2796,12173,20619,43968,3014,2021,0,0,0,0,0,0,1,0,0,0,0,1,0,0
490000,0,-1,-1,0,0,-1,13955,10859,57426,35554,15858,23033,52280,57428,1068,3000,23033,20225,0,0,0,0,1,0,1,0,0,0,0,0,1,0
180000,-1,-1,-1,-1,-1,-1,8059,11622,16379,9795,8414,6557,11680,16466,9844,8456,6589,5823,0,1,0,0,1,1,0,0,0,0,0,1,0,0
280000,0,0,0,0,0,0,217773,215017,209089,167458,137312,109980,8155,10048,6011,6010,6514,10011,0,0,0,0,1,1,0,0,0,0,0,1,0,0
160000,-1,-1,-1,-1,-1,-1,5574,3327,5958,55914,23285,29170,3353,7916,56116,23302,11580,9976,0,0,0,0,0,1,0,0,0,0,0,0,1,0
200000,0,0,0,0,0,0,125854,127843,131352,130884,132142,118084,4775,6579,4734,4368,4183,4227,0,0,0,0,1,0,1,0,0,0,0,0,1,0
500000,-1,-1,-1,-1,0,-1,83528,-24702,23804,92715,6655,3966,472,113935,108041,33,3984,2122,0,1,0,0,0,1,0,0,0,0,0,0,1,0
180000,-1,0,0,0,0,0,51261,13828,10394,17562,8495,5090,1347,5000,10026,5000,785,5000,0,1,0,0,1,0,0,1,0,0,0,1,0,0
30000,2,0,0,0,0,0,30558,30363,29077,30029,26366,38783,1500,1600,1500,1000,3000,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
130000,2,2,-1,0,0,-2,1176,0,41,1062,-201,-201,0,41,1021,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
100000,-2,-1,2,2,-2,-1,3234,6163,3786,3789,2195,3691,6163,0,3809,0,3691,1328,0,1,0,0,1,0,0,1,0,0,0,1,0,0
200000,0,0,0,0,0,0,195456,199692,171784,175197,179069,189686,8007,6300,6276,6701,13800,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
200000,1,-1,-1,-1,-1,-1,0,1870,1000,0,1275,543,1870,1000,0,1275,543,5182,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50000,1,2,0,0,0,0,52198,50062,50284,50740,30175,30407,0,2310,1766,1201,1232,1199,0,0,1,0,0,0,0,1,0,0,0,1,0,0
500000,0,0,0,0,0,0,250263,247516,245012,243417,233968,209220,29000,29000,30000,30000,6110,6200,0,0,0,0,1,1,0,0,0,0,0,1,0,0
420000,-1,-1,-1,-1,-1,-1,7572,18847,16615,14156,9058,38783,18920,16615,14156,9058,3281,5971,0,0,0,0,1,0,1,0,0,0,0,0,1,0
90000,0,0,0,0,0,2,85376,86326,88122,62706,53612,40963,4326,4322,2706,3575,0,1670,0,1,0,0,1,1,0,0,0,0,0,1,0,0
500000,-1,-1,-1,-1,-1,-1,4031,3684,7544,14459,9736,9123,3709,7594,14484,9762,9142,17241,0,1,0,0,0,0,0,1,0,0,0,1,0,0
150000,0,-1,-1,-1,-1,-1,12780,850,850,430,840,430,850,850,430,840,430,860,1,0,0,0,1,0,1,0,0,0,0,1,0,0
140000,1,2,0,0,0,0,149389,145757,144229,144470,144386,120586,0,5350,5555,5836,4191,4341,0,1,0,0,1,1,0,0,0,0,0,0,1,0
180000,0,0,0,0,-1,0,8031,9269,9029,11186,23320,6666,2009,2626,3000,23320,1000,1000,1,0,0,0,1,0,1,0,0,0,0,0,1,0
20000,-1,2,-1,-1,-1,-1,780,390,390,390,390,0,0,390,390,390,0,780,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30000,1,2,0,0,0,0,31089,10989,11997,12397,13043,13325,0,1200,600,1000,650,650,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30000,-1,-1,-1,-1,-1,-1,390,390,390,0,780,0,390,390,0,780,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
240000,2,0,0,0,0,0,178878,181717,165662,144277,112210,116047,6095,4729,5682,5500,5000,16290,1,0,0,0,0,0,1,0,0,0,0,0,1,0
220000,0,0,0,0,0,0,158882,164258,161778,165741,175823,29765,8000,5669,7599,14800,2303,2000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,18317,18455,19399,19962,14938,3039,1500,1400,1009,307,1200,5182,0,1,0,0,0,0,1,0,0,0,0,1,0,0
390000,1,-2,-2,-2,-2,-1,0,0,0,0,0,8668,0,0,0,0,8668,4490,1,0,1,0,1,1,0,0,0,0,0,1,0,0
80000,0,0,0,0,0,0,83120,51347,44878,42108,28316,29523,1764,1906,2000,2000,2000,2000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,13359,14438,15461,16200,16936,17273,1300,1270,1000,1000,619,800,1,0,0,0,0,1,0,0,0,0,0,0,1,0
90000,0,0,0,0,0,0,82410,85150,81812,76424,77086,77634,8000,3000,3100,3000,3000,2500,0,0,0,0,0,1,0,0,0,0,0,1,0,0
90000,-1,-1,-1,-1,0,-1,1829,2793,696,546,846,846,2793,696,546,996,846,696,0,1,0,0,1,0,1,0,0,0,0,1,0,0
280000,-1,2,2,-1,2,-1,199,199,-127,1012,536,982,0,0,1548,0,982,601,0,1,0,0,1,1,0,0,0,0,0,0,1,0
270000,-1,-1,-1,-1,-1,-1,3458,3833,9791,10532,6559,500,3833,9791,10532,6559,500,961,0,1,0,0,1,1,0,0,0,0,0,0,1,0
80000,-2,-2,-2,-2,-2,-2,1672,0,1672,836,0,2902,0,1672,836,0,2902,836,1,0,0,0,1,0,0,1,0,0,0,0,1,0
270000,1,2,0,0,2,0,20979,17228,20924,22448,15490,17343,0,4000,2000,0,2000,2000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70000,0,0,0,0,0,0,37717,38744,40538,39489,11590,11835,1655,2449,2400,414,431,500,0,0,1,0,1,0,0,1,0,0,0,1,0,0
160000,0,0,0,0,0,0,157303,161498,153226,78511,9808,8358,8055,5045,2280,305,2000,2000,1,0,0,0,0,1,0,0,0,0,0,0,1,0
180000,0,0,0,0,0,0,162567,163900,145992,124841,125596,113105,5821,5000,5935,4263,4200,4283,1,1,0,0,1,0,0,1,0,0,0,1,0,0
100000,2,2,2,2,2,0,42674,49202,46927,47759,46865,47930,4000,2000,1900,0,2000,4000,1,1,0,0,1,0,0,1,0,0,0,1,0,0
500000,0,0,0,0,0,0,251931,301458,234316,199360,163408,186618,101458,5800,20071,20000,35565,18000,0,1,0,0,1,1,0,0,0,0,0,1,0,0
50000,0,0,0,0,0,0,19824,29311,30862,26614,15571,14971,15000,10000,5000,1500,800,2000,0,1,0,0,1,0,0,1,0,0,0,0,1,0
200000,0,0,0,0,0,2,163340,168701,172074,173907,184067,180612,8000,8000,6500,13500,0,7000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
220000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0
380000,0,0,0,0,0,2,13415,14381,13277,14291,15949,15556,1204,1300,1242,1900,0,3000,0,1,0,0,1,0,1,0,0,0,0,1,0,0
430000,-2,-1,-1,-1,-1,-1,673,4549,7566,987,4870,975,4576,7642,990,4889,981,317,0,1,0,0,1,1,0,0,0,0,0,0,1,0
100000,2,0,0,0,0,0,101658,97937,98893,101044,96045,97227,4134,3952,3611,3298,3401,3415,0,0,1,0,0,0,0,0,0,0,1,0,1,0
30000,-1,2,0,0,3,2,18199,17618,18631,21319,20692,21201,0,1312,3000,0,1000,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0
220000,1,2,0,0,0,0,157122,153320,156996,158717,162122,165399,0,7600,5700,6000,4824,12300,0,1,0,0,0,1,0,0,0,0,0,1,0,0
500000,0,-1,0,0,0,0,16593,226145,216931,207423,197914,188329,226145,7815,7372,7113,6967,6261,0,0,1,0,0,1,0,0,0,0,0,1,0,0
240000,-1,0,0,0,0,0,178911,182510,186450,190523,194405,182630,5549,6881,5050,7281,6638,6881,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30000,0,0,0,0,0,0,16534,17213,17723,17431,17882,17694,2002,1553,1002,2002,1000,542,0,0,0,0,1,0,1,0,0,0,0,1,0,0
230000,-1,-1,-1,0,0,0,550,0,13013,14265,13659,0,0,13013,1252,3659,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
50000,0,0,0,0,0,0,20655,21718,22316,22762,20231,19445,1701,1299,745,711,1000,685,0,0,0,0,0,1,0,0,0,0,0,0,1,0
220000,0,0,0,0,0,-1,72546,74618,62379,37137,-669,14069,5549,30176,10258,14000,15070,6029,0,0,0,0,1,1,0,0,0,0,0,0,1,0
60000,0,0,0,0,0,-1,40831,34613,28178,23199,572,27425,1617,1616,1008,1036,28848,1100,0,0,0,0,1,0,1,0,0,0,0,1,0,0
500000,0,0,0,0,0,0,260991,214726,230250,188805,192229,2786,7890,20132,20004,7714,3000,1543,0,1,0,0,0,0,0,1,0,0,0,1,0,0
50000,-2,-2,-2,-1,0,0,48781,50283,51400,9463,9661,9854,2283,2400,9463,350,353,365,0,1,0,0,1,0,0,1,0,0,0,0,1,0
90000,-1,-1,-1,-1,-1,-1,685,0,490,850,1000,1360,0,490,850,1000,1360,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0
250000,1,3,2,2,2,0,631,631,631,1231,1068,6816,0,0,600,0,6000,5000,1,0,0,0,1,0,1,0,0,0,0,1,0,0
20000,2,2,2,2,2,2,7040,7897,7622,8294,8016,9382,1128,0,800,0,1500,815,1,0,0,0,0,1,0,0,0,0,0,0,1,0
280000,-1,-1,-1,-1,0,0,4468,11517,1973,11028,14261,17097,11525,2149,11030,4008,7106,1193,0,0,0,0,0,1,0,0,0,0,0,0,1,0
300000,-1,-1,0,0,-1,-1,12090,15035,25895,16416,3972,2200,15042,25500,6000,3972,2200,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
180000,-1,-1,-1,2,-1,-1,3229,0,6709,6366,1950,1931,0,6709,0,1950,1931,16486,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,24729,20285,26026,12059,9765,10097,1338,1011,482,228,365,1261,0,0,1,0,0,0,0,1,0,0,0,1,0,0
150000,1,0,-1,0,-1,-1,0,780,4639,100940,3284,2090,780,4639,1e+05,3284,2576,2576,0,0,1,0,0,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,49575,48208,47619,19929,15693,13766,2067,3000,1171,2000,2000,2500,0,1,0,0,1,0,0,1,0,0,0,1,0,0
200000,-2,-2,-2,-2,-2,-2,0,0,441,653,500,600,0,441,653,500,600,751,0,0,0,0,1,0,1,0,0,0,0,1,0,0
140000,0,0,0,0,0,0,137708,140804,137635,97928,99634,101020,5730,5200,3100,3200,3400,3300,0,0,0,0,0,1,0,0,0,0,0,0,1,0
90000,0,0,0,0,0,-2,87711,80699,68100,33434,0,0,3248,2991,2655,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,18011,18083,18500,19014,19019,17484,1500,1400,1243,638,2000,480,0,1,0,0,0,0,0,1,0,0,0,0,1,0
180000,0,0,0,0,0,0,182329,177183,177694,127051,128562,129128,9000,7000,5000,5000,10000,5000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
300000,-2,-2,-2,-2,-2,-2,6301,0,2417,470,4690,0,4126,2417,470,4690,0,18774,0,1,0,0,1,0,1,0,0,0,0,0,1,0
350000,0,0,0,0,0,0,24297,25299,26329,27343,27886,28470,1411,1441,1455,998,1033,1038,0,1,0,0,0,1,0,0,0,0,0,1,0,0
40000,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
140000,-1,-1,-1,-1,-1,-1,325,537,4233,857,325,38783,537,4233,857,325,325,954,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,16039,20396,19382,13874,9398,10773,5000,2000,5019,2000,2500,5000,0,0,0,0,1,1,0,0,0,0,0,1,0,0
30000,1,2,2,0,0,0,24095,24796,23722,24630,24934,25264,1398,0,1696,1000,1500,500,0,1,0,0,0,0,0,1,0,0,0,0,1,0
330000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
440000,0,0,0,0,0,0,386288,367400,347445,354373,307773,293357,14453,12611,13022,10572,10270,10722,0,1,0,0,1,0,0,1,0,0,0,1,0,0
80000,0,0,0,0,0,0,35660,37082,38464,38922,40791,43108,2000,2000,1397,2500,3000,1600,0,1,0,0,1,0,0,1,0,0,0,1,0,0
50000,0,0,0,0,0,0,43828,40684,37338,31278,31811,28656,1947,1829,1644,4405,1104,2504,0,1,0,0,1,0,0,1,0,0,0,0,1,0
170000,0,0,-1,-1,-1,-1,86239,75600,2800,21881,0,6780,1512,2800,21881,0,6780,530,0,0,0,0,1,1,0,0,0,0,0,1,0,0
250000,-1,-1,-1,-1,-1,-1,484,0,242,28932,0,1e+05,0,242,28932,0,1e+05,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
470000,0,0,0,0,0,0,84672,86821,88892,90944,93739,96428,5000,5000,5000,4738,5000,5000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
30000,-1,-1,2,0,0,0,411,995,579,1430,1414,1398,1000,0,1420,400,400,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
300000,-1,-1,-1,-1,-1,-1,3863,4242,5090,309,2700,7593,5021,5134,322,5013,7611,8059,0,0,0,0,1,0,1,0,0,0,0,1,0,0
140000,0,0,0,0,0,0,73166,66565,76412,70091,63279,56854,3112,20000,3043,2359,2187,1706,0,1,0,0,1,0,0,1,0,0,0,1,0,0
210000,0,-1,-1,-1,-1,-1,7457,1512,8475,5499,2960,670,1512,8475,5499,2960,670,25594,0,0,0,0,1,1,0,0,0,0,0,0,1,0
350000,0,0,0,0,0,0,314309,313673,322806,328616,278858,281692,13000,15074,20353,10040,15000,10000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
430000,0,0,0,0,0,0,32263,32802,25645,25045,25568,26144,1794,2399,884,914,987,869,0,1,0,0,0,0,1,0,0,0,0,1,0,0
80000,0,0,0,0,0,0,45524,62969,36217,36386,41596,27635,2000,10000,2000,6500,8000,5182,0,0,0,0,0,1,0,0,0,0,0,1,0,0
160000,1,-2,-2,-2,-2,-1,0,0,0,0,0,300,0,0,0,0,300,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,10950,5662,6797,7565,9565,11357,1097,1232,1000,2000,2000,4000,1,1,0,0,1,0,1,0,0,0,0,1,0,0
290000,-1,0,0,0,-1,-1,4975,3688,3164,2277,1497,1887,1027,1000,1000,1497,1887,2277,0,0,1,0,0,0,1,0,0,0,0,1,0,0
50000,0,0,0,-1,-1,-1,5385,4754,-43,1757,-765,18032,2000,0,1800,0,19000,4000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
260000,-1,0,0,0,0,0,154462,153799,77156,73658,70273,67100,7425,2795,2779,2947,3400,5000,0,1,0,0,0,0,0,1,0,0,0,0,1,0
190000,2,2,2,2,0,0,186797,191210,195681,190545,191478,187875,9000,9000,0,7033,7348,10000,0,0,0,1,0,0,0,1,0,0,0,1,0,0
280000,0,0,0,0,0,0,24189,25294,26667,26926,27492,28333,1500,1800,1000,1000,1300,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20000,-1,2,2,-1,-1,-1,957,738,356,356,4616,728,356,0,356,4616,728,449,0,0,0,0,1,0,0,1,0,0,0,0,1,0
240000,-2,0,-2,-2,-2,-2,34752,30073,24315,3724,28347,11280,30073,24315,3724,28347,11280,31266,0,1,0,0,1,0,1,0,0,0,0,0,1,0
360000,-1,-1,-1,-1,-1,-1,1800,2410,2722,2961,2669,2054,2413,2738,2969,2677,2060,2071,0,1,0,0,0,1,0,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,18467,19106,19690,19684,19697,19849,1328,1302,686,701,855,988,0,1,0,0,0,0,0,1,0,0,0,1,0,0
20000,0,0,0,0,0,0,2909,3537,4120,3802,3484,3152,1224,1197,269,269,261,227,0,0,0,0,1,0,0,1,0,0,0,1,0,0
210000,-1,0,0,0,0,0,47718,233289,227143,221126,215358,163444,199000,7613,7116,6980,5813,5762,0,1,0,0,1,0,1,0,0,0,0,1,0,0
20000,0,0,0,0,0,0,18650,15456,16504,17496,18219,18783,1300,1300,1280,1000,1000,1107,0,1,0,0,1,0,0,1,0,0,0,1,0,0
170000,2,2,2,2,2,2,131909,133178,131711,139143,140987,144187,4800,2000,11000,5500,5500,5400,1,0,0,0,1,1,0,0,0,0,0,1,0,0
400000,-2,-2,-2,-2,-2,-2,10150,5869,5750,132866,21780,41050,5869,5750,132872,21780,20525,74984,0,0,0,0,1,0,0,1,0,0,0,0,1,0
50000,0,0,0,0,0,0,98492,50095,49057,17426,17789,18003,2477,2409,769,792,659,631,0,0,0,0,1,0,1,0,0,0,0,1,0,0
60000,-1,2,-1,-1,2,2,546,255,464,1173,732,1023,0,500,1000,0,582,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
270000,0,0,0,0,0,0,200750,204418,197854,173743,149095,145068,9500,8929,7265,5400,5300,5100,0,0,0,0,1,1,0,0,0,0,0,0,1,0
130000,-2,-2,-2,-1,-1,-2,0,365,894,6006,1385,1666,365,894,6006,1385,1666,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
130000,2,2,0,0,0,0,134836,128038,126862,97925,100484,54125,0,5000,3500,4055,10000,50000,1,0,0,0,0,0,1,0,0,0,0,0,1,0
30000,0,0,0,0,0,0,26581,27080,26759,27186,27208,27234,1500,1445,1425,1000,1000,2000,1,0,0,0,1,0,1,0,0,0,0,0,1,0
40000,0,0,2,0,0,0,26663,31589,31772,32146,33128,33923,5700,1000,1200,1500,1500,1900,1,0,0,0,0,0,1,0,0,0,0,0,1,0
70000,2,0,0,0,0,0,49307,48214,27572,26810,20541,19234,1500,1300,1505,1000,4824,2000,1,0,0,0,1,0,1,0,0,0,0,1,0,0
80000,2,2,2,2,2,0,54313,57988,59271,60013,58453,60155,4600,2800,2300,0,2800,6300,0,0,0,0,1,1,0,0,0,0,0,0,1,0
260000,-1,-1,-2,-1,0,-1,6062,-900,-900,1905,897,4641,0,0,2805,2,4654,3661,0,1,0,0,0,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,31276,29179,26482,16770,15529,16266,1556,1247,1770,700,1000,1129,0,0,1,0,1,0,1,0,0,0,0,1,0,0
210000,0,0,0,0,0,0,186004,169351,163576,115854,111606,38783,8100,7000,4000,5000,105015,4100,0,1,0,0,0,0,1,0,0,0,0,1,0,0
470000,0,-1,-1,-1,-1,-1,3388,1359,7650,6682,1942,0,1359,7650,6682,1942,0,5870,1,1,0,0,1,0,1,0,0,0,0,1,0,0
220000,0,0,0,0,0,0,52536,53624,43462,36222,19055,3098,4151,16992,5225,2000,1000,83020,0,0,1,0,1,0,1,0,0,0,0,1,0,0
350000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
460000,-1,-1,-1,-1,-1,-1,7623,9483,18511,80877,45369,56789,9495,18513,80877,45369,56789,17540,0,0,1,0,1,1,0,0,0,0,0,1,0,0
180000,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,326,0,1,0,0,0,1,0,0,0,0,0,1,0,0
360000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
380000,0,0,0,0,0,0,452092,442041,446224,419943,420016,426622,17400,16672,14088,14500,14700,14671,0,1,0,0,1,1,0,0,0,0,0,1,0,0
180000,-1,-1,0,-2,-2,-2,4148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
150000,-2,-2,-2,-2,-2,-1,14391,1213,4952,1040,40197,540,1213,4952,1040,3617,540,17120,0,1,0,0,1,1,0,0,0,0,0,1,0,0
370000,-1,-1,-1,-1,-1,0,21160,8153,12094,30751,30131,9630,8162,12294,30751,30131,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
130000,0,0,0,0,0,-2,109640,109699,91200,45400,0,0,8436,2270,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
330000,0,0,0,0,0,0,20727,197441,184973,172124,158958,144889,194000,6710,6223,5671,5274,4657,0,0,1,0,0,1,0,0,0,0,0,0,1,0
300000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
280000,0,0,-1,0,0,0,21489,-86,4414,64183,61001,60601,5,4500,60000,1244,2000,4000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
340000,0,-1,-1,-1,2,-1,13454,14544,-2429,10300,3630,3577,5549,528,5050,13,3615,6765,0,1,0,0,0,1,0,0,0,0,0,1,0,0
50000,0,0,0,0,0,0,59010,57593,56203,54794,53509,52021,2039,2015,2000,2100,2000,2100,1,0,0,0,1,0,1,0,0,0,0,1,0,0
80000,0,0,0,0,0,0,48305,48823,41495,36733,27692,27872,1739,1701,1439,980,1005,1216,0,0,0,0,1,1,0,0,0,0,0,0,1,0
90000,2,2,-2,-2,-2,-2,71900,0,0,0,0,0,0,0,0,0,4824,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
20000,1,2,0,0,0,-2,20224,19210,19327,20000,0,0,0,1500,1000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
300000,-1,-1,-1,-1,0,0,16094,2259,0,12880,14895,9386,2259,0,12880,2500,200,280,0,0,0,0,1,1,0,0,0,0,0,0,1,0
130000,1,2,0,0,0,0,136963,133293,133207,131578,101612,101650,0,6867,5660,3800,3677,3620,0,0,0,0,1,0,1,0,0,0,0,0,1,0
360000,0,-1,-1,-1,-2,-2,38324,3374,3620,0,0,0,3390,3638,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
50000,-1,-1,-1,2,-1,0,25801,-1032,6910,6314,18544,12894,0,9000,88,18596,5023,5028,0,1,0,0,0,1,0,0,0,0,0,1,0,0
20000,0,0,-1,0,0,-2,19684,11580,780,780,0,0,1000,780,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
20000,1,2,2,0,0,0,17751,18963,18378,20000,19600,20000,1800,0,2400,0,400,1000,0,1,0,0,1,0,1,0,0,0,0,1,0,0
70000,0,0,0,0,0,0,65275,68595,67916,56766,50395,42214,5000,3000,3000,3000,7000,7000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
200000,-1,-1,-1,-1,0,-1,7261,32333,12610,7850,977,9205,32543,13587,7850,0,9205,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
300000,0,0,0,0,0,0,59900,62391,66156,66621,68030,70101,3500,5017,5000,4738,2500,8128,0,0,0,0,1,0,1,0,0,0,0,1,0,0
230000,0,0,0,0,0,0,15704,11952,13442,16164,9908,9592,2000,2000,3418,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
90000,0,0,0,2,0,0,84404,86109,92140,88296,88357,85506,3100,8100,0,3200,3000,3500,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20000,-1,-1,0,0,0,0,830,17597,17840,16342,16428,18167,17597,1332,1134,1000,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
90000,2,2,2,2,2,2,42815,41826,45136,46098,45059,79127,0,4000,2000,0,35000,3000,0,0,0,0,1,1,0,0,0,0,0,1,0,0
220000,-2,-2,-2,-1,2,0,637,0,0,300,300,728,0,0,365,0,578,198,1,1,0,0,1,1,0,0,0,0,0,0,1,0
10000,0,0,0,0,0,0,53095,54562,5428,7928,6091,0,2134,1000,2500,122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
200000,0,0,0,2,-1,-1,57579,50612,10537,5552,2506,9443,5250,10023,27,2614,9454,5019,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50000,0,0,0,0,0,-1,49907,49355,34833,28614,29133,29340,1963,1539,5050,719,43945,1001,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70000,-1,0,-1,-1,2,-1,5484,5221,340,1430,930,4110,1000,340,1480,0,4110,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
50000,1,2,2,0,0,0,17479,18195,17614,18630,19000,19421,1300,0,1310,680,727,6000,1,0,0,0,0,0,0,1,0,0,0,1,0,0
130000,2,2,0,0,0,-1,172094,156589,145398,136115,138893,127502,0,3300,2500,2778,130000,3689,0,0,0,0,1,0,1,0,0,0,0,0,1,0
140000,0,0,0,0,2,0,121241,67929,65536,67645,62839,53457,4000,4000,8000,0,5000,2000,0,0,0,0,1,0,1,0,0,0,0,1,0,0
280000,-2,-2,-2,-2,-2,-2,-200,-200,-200,-200,-200,-200,0,0,0,0,0,200,1,0,1,0,1,1,0,0,0,0,0,1,0,0
360000,-2,-1,-1,-1,-1,-2,45603,29788,2950,6366,11480,222,29882,2950,6366,11480,222,4285,0,1,0,0,1,1,0,0,0,0,0,0,1,0
110000,0,0,0,0,0,0,102282,104196,105922,108820,66883,68083,5200,5000,5000,2100,2000,2000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
